uniforme	exponenziale	lorentziana
0.919422	1.06772	-0.755637
0.220667	0.858954	0.336907
0.0378974	0.204336	-1.30211
0.704054	1.0628	-36.3113
0.326013	0.876849	0.631735
0.676342	0.77391	0.388501
0.631711	1.18988	-1.96612
0.0982912	1.44454	2.33376
0.237945	1.03136	0.469433
0.976354	1.46054	0.117448
0.125435	0.0589025	1.43718
0.1368	3.07056	2.36349
0.416095	4.48525	11.8339
0.0658552	0.946816	0.101446
0.961607	1.69514	3.10425
0.993208	0.927967	0.0584575
0.424104	0.769017	0.109464
0.309993	0.343001	-1.04097
0.549429	1.05435	-8.10763
0.850365	0.0537285	0.145873
0.706915	0.306248	7.42844
0.0608433	0.101761	-4.34758
0.709937	0.815374	0.435055
0.98642	0.635673	-1.60367
0.73255	0.448607	-30.2822
0.711418	1.43918	0.335346
0.437059	1.67205	4.93428
0.92412	1.62821	0.617398
0.817338	0.0751518	-2.18266
0.699266	0.521559	-0.268744
0.888302	0.446035	0.386276
0.25033	1.1195	0.418795
0.289182	4.36353	-10.622
0.758112	0.857014	0.943803
0.381591	0.596393	-0.0387359
0.834753	0.318242	-2.09659
0.0167296	0.317455	6.75742
0.0766673	0.221795	2.86562
0.635324	0.869603	2.43289
0.662518	0.0596081	-0.534069
0.0075767	0.816893	0.653909
0.422947	0.0675156	-0.881372
0.963043	0.928838	-1.24059
0.217597	0.0628835	-12.7998
0.249818	0.227404	0.330656
0.837426	0.141351	1.14816
0.819541	1.57434	3.25621
0.529886	1.04329	-3.83745
0.763927	0.378723	-0.348837
0.390474	0.440485	-1.18141
0.470181	0.137496	1.29875
0.68864	0.168067	1.93628
0.00262131	1.12868	-0.598961
0.533548	1.48959	0.865286
0.879542	0.283035	-2.23241
0.233171	1.91713	-1.15004
0.373031	1.17474	5.32353
0.638311	0.984403	-0.291208
0.73016	0.366434	1.38892
0.606281	1.52311	5.38981
0.377162	0.254216	0.172589
0.895607	2.74135	-11.3043
0.109443	1.05544	0.337165
0.388713	0.07277	-0.308252
0.323891	0.114854	-0.546718
0.413189	0.0708862	-241.98
0.44627	3.09994	3.21405
0.759356	0.119692	0.887367
0.939985	1.80583	1.95114
0.277256	0.60212	-1.46779
0.123125	0.554508	-0.691007
0.325484	0.492229	33.2821
0.711988	0.156423	-1.17762
0.7918	0.494509	4.49802
0.500856	1.64439	0.967228
0.762871	0.754301	2.33037
0.169242	1.20676	-17.5932
0.939012	0.426097	-1.6538
0.318619	1.33912	0.199023
0.564109	0.782955	1.03755
0.346329	1.03361	0.891856
0.264594	0.397521	-2.64048
0.299676	0.870115	-0.929024
0.425279	1.08162	-0.166895
0.64737	0.743409	-0.38994
0.428832	0.178724	-0.950616
0.814355	0.0716973	1.24551
0.560741	0.280748	-0.191263
0.612861	3.45079	0.832124
0.216272	0.432963	0.63968
0.415541	1.66184	-0.814276
0.521102	0.50376	15.3687
0.531176	1.05624	0.676426
0.0962676	0.338012	-0.0812813
0.541918	0.782243	-2.37919
0.242348	0.888432	4.75645
0.341887	2.02183	0.000998632
0.799709	0.672529	-1.75356
0.533275	0.558714	0.610556
0.260071	1.1556	0.441371
0.278381	1.05978	-7.70428
0.743818	0.0780129	2.0212
0.955325	0.0512437	0.193417
0.811135	0.414341	1.20833
0.655597	0.587017	-0.865628
0.51065	0.039557	-1.315
0.00463106	0.223525	0.866629
0.288936	0.0904848	4.37449
0.119461	0.0790225	0.670885
0.573369	1.40063	3.54519
0.154749	0.130146	-1.45278
0.934492	0.900154	2.92188
0.562885	0.412708	22.0566
0.768512	1.56259	-0.211559
0.190974	0.451514	3.98394
0.294449	1.272	-0.724095
0.335875	1.90801	0.458799
0.927412	0.187687	0.131218
0.122977	0.965275	1.86408
0.763028	0.810076	1.96508
0.922112	1.01473	-0.403106
0.994213	0.459788	-2.41332
0.203152	0.361149	1.23145
0.196022	0.866282	-3.71638
0.0405522	0.334304	0.335645
0.85404	1.41677	17.0446
0.235804	0.984401	-0.815056
0.232946	3.29137	0.366358
0.308488	0.0454734	0.591399
0.0489776	0.322267	1.75502
0.64215	1.42785	-2.57915
0.523924	4.29252	12.9931
0.853752	1.16719	-7.89056
0.241504	0.367692	0.814243
0.23295	0.575779	1.75978
0.810151	0.0884142	-0.183273
0.301288	0.856812	0.129707
0.458614	0.378132	-0.330097
0.500721	2.1922	0.335289
0.87383	0.444476	0.385145
0.627202	0.864627	0.802216
0.172422	0.850948	79.0345
0.42397	0.220706	0.293819
0.222181	0.13228	0.389478
0.7471	0.66048	1.70661
0.595814	0.221657	0.760953
0.505376	0.743484	-0.26065
0.310957	0.602703	1.04913
0.191666	1.65737	0.354395
0.239513	0.0569413	-1.37738
0.0540245	1.03337	2.95561
0.800216	0.466044	1.21095
0.658839	0.225026	0.879763
0.928568	0.416551	-0.829933
0.859713	0.279157	-0.276547
0.266928	1.33681	-0.103505
0.987869	0.339724	1.22862
0.844045	2.11049	0.201339
0.467269	0.596258	-0.221768
0.817079	0.708159	-4.3727
0.576277	2.34072	-2.59202
0.565835	0.100919	11.5342
0.594237	0.193298	-2.08819
0.829953	1.10725	-7.80311
0.387965	1.3944	-0.719838
0.964968	0.167776	0.379778
0.981004	2.51019	1.11823
0.658346	0.0449706	0.99251
0.442346	1.41472	-1.4256
0.642147	0.0367719	-1.41708
0.534436	0.171868	-13.7347
0.373809	0.318233	0.382542
0.524513	1.16203	-0.88708
0.541007	1.94717	-0.470769
0.221628	0.258825	-8.07174
0.802313	0.151841	0.586649
0.34048	0.118842	0.160431
0.580902	0.25349	0.699963
0.268055	0.83613	2.24413
0.203544	1.0312	-3.48202
0.516167	1.30096	0.391249
0.449779	2.3114	-0.0566865
0.0738226	0.00581506	-4.41231
0.410776	1.19464	7.34047
0.791804	1.33415	-0.283436
0.961605	2.38716	-0.497568
0.424107	0.162637	-10.9117
0.315739	1.53991	0.491134
0.114084	1.75725	-0.324721
0.0973121	1.72788	2.27058
0.357281	2.18579	-1.50156
0.846229	4.31559	-0.975188
0.72697	1.34476	11.6498
0.589387	0.826314	0.145288
0.070336	0.398912	0.276601
0.478595	0.698744	-1.50343
0.990289	0.139785	50.4951
0.848119	0.333634	-0.385379
0.870701	1.0645	1.05913
0.632266	2.90254	-1.19194
0.725955	0.0682034	-0.310677
0.425699	1.46043	-0.592353
0.092469	1.50497	-5.20919
0.632026	4.53453	-11.2702
0.149022	1.59449	4.32258
0.930292	0.591429	-1.25073
0.530632	1.44702	0.086629
0.262647	1.07295	-0.156181
0.660176	0.457794	-0.216754
0.287069	0.0758897	-1.2098
0.0377442	0.996077	-0.0473874
0.0903602	0.242976	0.215499
0.264346	0.0549371	1.17621
0.041872	0.216411	-2.20018
0.983169	0.584606	0.876397
0.84065	0.888167	0.197017
0.474755	1.05054	-1.39192
0.654416	1.08042	-0.215639
0.0868333	0.453467	2.07552
0.200181	0.267264	-2.38808
0.132075	0.572177	26.3235
0.664054	0.171784	1.1163
0.279385	0.0863781	-2.10713
0.79402	1.0361	-1.84702
0.514828	0.530172	0.0859311
0.558426	0.530789	-0.721524
0.562426	0.400606	-0.296362
0.963251	0.124069	1.7921
0.87132	0.878925	-0.211366
0.0535675	0.754331	-0.509912
0.980754	0.566407	-0.813963
0.86197	0.361975	-0.845682
0.52826	2.86079	0.639794
0.317054	1.52836	-3.45005
0.689381	3.77858	0.0600733
0.679393	0.481772	-0.534709
0.0207552	0.0300656	4.75339
0.0408946	1.49972	0.432745
0.39875	4.38892	-1.25619
0.1894	1.15397	-1.04144
0.268183	0.176153	-1.27506
0.899254	1.55245	0.413645
0.190489	0.120452	0.299818
0.896624	0.694173	-2.90198
0.246926	0.168812	-2.67634
0.102756	0.700237	-0.862636
0.573156	0.150207	0.450482
0.689628	1.29567	-1.27193
0.472264	1.14131	0.342736
0.874605	0.408369	-5.48356
0.733527	5.26542	0.939486
0.875747	0.369353	-0.307749
0.0167376	0.00638809	0.084218
0.706617	3.29017	0.677341
0.0565416	2.63611	-0.727248
0.850638	0.518334	-0.873805
0.911646	2.08119	-4.69099
0.281531	0.185282	0.491446
0.239448	1.2106	0.898037
0.384047	0.041863	0.0665598
0.283475	1.24866	-1.53093
0.641748	5.62073	-0.600498
0.597728	1.40993	-1.76242
0.860994	0.380298	1.26248
0.180989	0.574502	-53.7333
0.307355	1.38235	0.75194
0.618153	0.106613	-0.518593
0.927643	0.0534583	-1.24958
0.995519	0.169853	-0.446135
0.955679	0.779669	-0.458909
0.404984	0.0983397	-2.85945
0.320258	2.10933	0.322324
0.942106	0.394668	0.169632
0.421499	0.735013	1.77719
0.617462	1.25003	6.48868
0.514476	0.345671	-0.169109
0.0591549	5.7346	3.0496
0.206667	0.29332	-1.14723
0.820054	0.105315	0.32671
0.874908	2.16391	2.27857
0.437138	0.149112	1.28147
0.53866	0.277079	-1.77739
0.152539	0.0375622	10.8282
0.709841	0.113628	-0.92407
0.271649	0.513662	6.07197
0.0221284	0.332895	0.68563
0.947029	0.121288	-0.941575
0.884444	0.251895	0.643314
0.253295	1.21078	-1.01641
0.911863	0.33372	0.514167
0.727152	0.309015	0.952044
0.103775	0.0309703	8.08157
0.68804	1.14636	1.53597
0.41974	1.43761	-3.54589
0.055461	0.288187	1.86176
0.673511	0.183693	-3.5344
0.549641	0.216964	0.95194
0.76582	0.150942	0.31456
0.364792	2.99226	-1.92744
0.354566	2.12109	-10.333
0.894843	1.02025	-1.18501
0.00224356	0.225578	4.36744
0.415004	1.35891	12.4186
0.0645782	1.99311	3.74402
0.247485	0.293047	0.217581
0.179079	1.51819	-5.6424
0.836841	2.37186	-0.126059
0.705021	1.18447	3.5035
0.736139	1.12553	-3.11724
0.978776	0.950869	-0.311287
0.61926	0.392988	0.358276
0.711847	0.392268	0.612788
0.0393812	0.496969	0.891406
0.409003	2.45789	-0.36356
0.906581	1.12949	0.891314
0.28812	1.62087	-0.433987
0.172293	1.13249	-6.22165
0.994829	2.92486	-0.849606
0.419404	1.28714	-2.98869
0.270766	0.963299	2.25448
0.487832	0.899138	-37.5567
0.726642	1.36505	-1.6317
0.802004	3.1426	-0.245178
0.64603	1.13847	-1.15278
0.148793	0.394079	-0.566649
0.969766	0.208549	-0.594616
0.613539	0.456336	0.344081
0.638672	1.39542	-0.313066
0.963235	0.211143	-0.541279
0.88914	0.47476	-0.0145307
0.187012	1.58048	1.49252
0.681439	0.130818	-0.732513
0.612486	1.57324	-0.254318
0.545099	0.43342	3.44107
0.625637	0.81905	-0.0665115
0.390782	0.235601	-1.39472
0.711685	0.034697	-0.426616
0.625329	1.10343	-5.47411
0.519751	1.91012	-1.34745
0.742548	1.39532	0.722818
0.134743	1.77559	-22.141
0.338534	0.63775	-2.61024
0.0583103	1.58453	-0.277046
0.111899	0.0959748	0.871895
0.946726	0.892803	0.794778
0.945744	4.4148	1.03464
0.868428	1.48072	-2.17381
0.713014	2.0896	-1.42269
0.985847	2.61682	1.71249
0.978089	1.29056	6.31011
0.716531	0.490174	-14.0992
0.587886	0.444495	-1.76495
0.525168	2.16014	-12.2915
0.71132	0.187447	-3.24985
0.999159	0.842737	-1.7297
0.835526	0.39562	5.31986
0.952175	0.940724	-0.859944
0.857388	1.73434	-2.02735
0.374839	0.493401	1.35536
0.772137	1.65345	0.751388
0.495616	0.217965	1.81843
0.705576	1.19576	-0.24047
0.856968	0.0751015	-1.41351
0.542645	0.0436964	1.69565
0.697507	0.0568405	0.761107
0.707528	2.67173	0.0500828
0.898429	1.15014	0.128733
0.0809305	0.0823254	16.7804
0.599349	0.0809546	0.643097
0.453153	0.0761481	-2.67115
0.430261	1.29537	1.93808
0.800946	2.11538	0.956592
0.0420483	2.4825	-3.93862
0.422706	0.743998	-0.232555
0.228949	0.297538	0.362227
0.897736	0.272537	1.16943
0.656728	1.01377	-3.99212
0.21311	0.363111	0.762131
0.420688	0.723563	2.41763
0.394433	0.510869	-1.2209
0.167532	1.33801	-1.12813
0.106116	1.91361	0.0790525
0.208668	4.45278	0.60462
0.180211	0.374183	3.86988
0.688305	0.0472652	0.742626
0.948429	0.47711	0.570068
0.134496	0.566565	-1.25305
0.180603	0.282839	0.0886252
0.454036	0.625995	-0.187968
0.0193832	2.49748	13.9429
0.242132	1.40627	-22.4584
0.764795	0.634531	91128.5
0.598335	6.4784	-2.21522
0.633727	1.34659	0.179843
0.568055	1.45435	17.0025
0.647474	0.0855964	0.8896
0.413894	0.489012	-0.0382064
0.0231371	0.346346	-0.415246
0.382263	0.486121	4.2779
0.352489	0.763024	-0.138501
0.289408	0.271541	-0.140258
0.0112247	1.96131	0.099823
0.779455	0.67212	-0.336752
0.0823077	0.069581	-2.52455
0.0103726	0.421826	1.57341
0.188097	0.62131	10.3842
0.578266	1.70652	-1.4475
0.235563	3.0896	1.81783
0.180416	0.503678	-0.814036
0.840568	0.279217	0.0783884
0.319634	0.313593	-0.153563
0.332672	0.427694	-0.162718
0.533527	0.315993	-0.779666
0.53535	2.21574	-1.82284
0.535615	2.59757	-1.01856
0.588628	0.622135	-0.640614
0.266125	0.185943	0.743945
0.811131	0.559644	21.8862
0.740709	0.0138412	8.11586
0.497927	0.141378	0.114778
0.152935	4.48872	-0.528449
0.331309	0.757842	-5.50499
0.913752	1.10095	-0.922115
0.598667	0.256698	-6.44947
0.0850828	0.43976	-4.98473
0.596001	2.05313	4.32897
0.00576986	0.612136	0.235426
0.93412	0.846096	-1.4022
0.276758	1.49938	0.214706
0.017095	0.129937	0.237165
0.425039	1.29093	-4.74957
0.847281	0.714849	1.05961
0.253662	0.543709	0.201757
0.024873	0.0196326	1.43142
0.993556	0.0820382	-0.805951
0.687715	2.18692	-18.3891
0.918858	0.673185	17.4462
0.693956	0.293715	1.10347
0.798895	0.416022	0.246883
0.184615	0.942104	1.24944
0.577514	0.156791	-1.06058
0.0386281	0.328511	-3.01562
0.223092	0.903672	-8.77224
0.893489	3.06608	-1.02747
0.410441	3.09833	0.839646
0.115545	2.98135	-2.05394
0.537936	2.66057	-0.831452
0.848058	0.0988405	2.90249
0.167754	0.602226	-17.615
0.961439	0.149782	0.300659
0.417473	0.605475	-2.87099
0.779365	2.01053	-19765.9
0.990007	0.00848638	-0.846979
0.354757	0.285869	-0.497936
0.918323	0.025027	-2.86767
0.780001	0.362281	0.0449474
0.467685	1.18783	-0.953292
0.686765	0.262778	-11.4009
0.582635	0.0648828	-2.34587
0.715852	3.83168	-2.71459
0.065093	2.05977	1.40692
0.717056	0.22763	5.43849
0.774423	0.322023	-3.40491
0.987629	0.612424	-0.173267
0.636918	1.15026	0.0124573
0.621655	1.66363	-0.347808
0.896116	0.0338877	1.75559
0.230216	0.334228	-0.99714
0.261615	0.845928	1.56549
0.0640781	0.771294	-8.24973
0.258273	1.02647	-2.7327
0.36385	1.26643	1.34021
0.34322	0.320617	6.67854
0.669346	1.46016	-3.41771
0.882404	0.592603	3.44613
0.0753848	0.108047	-0.164715
0.761355	1.58726	3.32072
0.490535	0.292918	-0.229925
0.977225	0.573339	-1.61193
0.652181	0.137464	0.805881
0.67848	1.11119	0.242647
0.153145	0.0954435	-1.7524
0.0956565	0.0328162	0.553135
0.301061	0.87163	2.17667
0.875393	0.0191867	-6.24808
0.264296	0.678015	81.5232
0.688548	1.03957	1.22539
0.189553	0.606083	0.116725
0.64367	0.808218	1.37495
0.395181	0.693869	-0.981134
0.837188	0.285138	0.60681
0.819388	1.2051	-0.141309
0.311089	1.28772	0.617164
0.0937752	0.0463184	0.223608
0.0676493	2.22942	-2.86593
0.69968	1.01071	-2.07388
0.43869	1.8437	-1.845
0.661619	1.99272	-3.02162
0.304272	0.793032	-4.65341
0.189988	0.162704	-0.554754
0.162436	0.490508	0.151034
0.128587	0.114602	-25.4649
0.966961	0.702304	-5.77163
0.735814	1.63998	1.36507
0.646543	0.247459	-0.240742
0.371501	3.02506	-0.276315
0.99844	0.811688	0.0456736
0.269058	1.458	1.41798
0.288417	0.364391	-0.818138
0.628694	0.0732748	2.74773
0.0454498	0.709299	-0.0746428
0.385365	1.02037	-0.956722
0.317236	1.04193	-0.354588
0.839416	0.102562	-0.534914
0.215614	0.815523	1.353
0.97469	0.0104041	-0.142003
0.441227	0.65955	-0.248897
0.954097	0.579364	-1.31998
0.67407	1.64708	-0.759893
0.550054	0.177446	0.961529
0.935383	1.45015	0.539272
0.382738	0.51894	-1.15819
0.997028	0.745142	-0.568137
0.715447	0.490741	0.0235149
0.266019	1.0387	1.14131
0.431406	0.429115	0.249479
0.610395	0.788459	0.665783
0.503923	0.0872835	-0.372283
0.296466	0.787146	0.25941
0.37225	0.316028	-3.23994
0.0390545	3.10082	1.92349
0.0116898	1.20104	-2.2325
0.116061	2.73262	8.7301
0.745408	0.720516	0.773783
0.0860341	0.662443	-9.50687
0.507711	0.228401	1.45035
0.420217	1.02813	2.47212
0.740469	0.226914	-2.01793
0.741681	4.29378	-3.0437
0.509056	0.65128	0.778782
0.512007	0.0503041	-1.78185
0.783078	3.82475	-0.533385
0.663353	0.383686	1.65819
0.0217701	0.740314	5.64966
0.795643	1.23216	-0.982109
0.58509	0.168269	0.612871
0.819526	1.18482	0.198055
0.940905	0.128595	-13.1403
0.0211911	0.691415	-1.83179
0.324254	0.77671	0.762
0.493382	0.07899	-0.0515581
0.510867	0.307138	0.651371
0.480684	0.477909	3.55729
0.815464	2.7918	26.1856
0.705929	0.0263392	0.565394
0.641488	1.67802	2.25332
0.342678	0.219232	-1.61838
0.627491	0.408768	-2.48776
0.444708	0.222438	0.303856
0.972889	0.283281	0.431088
0.87053	1.97743	1.72799
0.28811	1.04753	0.0616267
0.349771	1.02632	-0.327801
0.944	0.971329	-72.9027
0.456018	2.10467	-1.17365
0.801425	1.36331	0.910912
0.973525	0.746573	15.2773
0.149649	1.37706	-1.35825
0.30216	1.92491	-1.03821
0.562779	0.665783	1.05489
0.936361	2.10349	19.6479
0.217609	1.81134	-0.999998
0.826464	1.63979	11.4165
0.881259	0.679469	-0.70754
0.567913	0.207251	0.736066
0.891647	0.405371	-0.380125
0.0786247	0.146478	5.86323
0.283657	2.0385	0.579324
0.557811	0.240592	-0.21815
0.404965	0.046981	-0.628111
0.856632	1.82563	1.20477
0.746781	1.00528	0.447452
0.124809	0.609602	-3.67897
0.349829	4.02097	0.702943
0.975184	0.409952	1.20981
0.250826	0.381271	-6.82498
0.915012	3.11282	-5.26536
0.716643	0.323646	-0.895328
0.0343931	0.321598	1.31526
0.422634	2.53725	0.484213
0.706004	1.39752	0.871121
0.556044	0.31809	-0.19995
0.830358	0.432515	1.99873
0.495159	0.19836	0.950245
0.752444	0.492523	-1.7753
0.621343	0.0320173	0.232163
0.549017	2.28313	1.33754
0.893332	0.0307725	-5.50344
0.769935	0.483425	0.121169
0.530077	0.497211	4.51466
0.428508	0.647936	7.12269
0.105361	0.0476034	0.896894
0.908676	0.452215	-0.349009
0.440654	0.0632312	0.126637
0.53237	0.431352	2.55841
0.344839	0.0477933	-0.0997104
0.188872	0.183693	1.71736
0.31482	0.333879	-0.869899
0.546569	0.945374	-14.3572
0.178926	0.449822	8.85103
0.609593	0.196869	0.84092
0.714562	0.356774	-1.04587
0.529238	0.428779	7.34595
0.711308	1.12217	4.69985
0.136547	1.81242	0.930929
0.292284	0.463464	-1.37243
0.766067	2.0422	-0.284294
0.0793235	1.06331	-0.700969
0.937986	1.29955	-0.699424
0.0488322	0.797817	-1.36595
0.310591	0.404713	0.196609
0.559865	1.35902	-0.458291
0.269122	0.0302519	-0.713338
0.771864	3.39816	2.09923
0.442563	0.986729	-0.460254
0.179767	0.983802	-1.29503
0.28231	0.157838	-40.0334
0.3878	0.22786	-33.1035
0.71591	2.32874	0.188741
0.688164	1.33699	1.19114
0.522808	1.86029	7.90373
0.168412	1.3546	0.50816
0.0782069	0.431801	-17.1422
0.459476	0.398808	0.138743
0.999046	1.1061	4.50506
0.576045	0.872926	-0.38573
0.845404	1.88671	2.27873
0.338665	0.375125	8.7349
0.314322	0.216618	-0.424824
0.101359	0.531558	13.824
0.259069	1.04438	-3.09464
0.691378	1.03804	0.46378
0.517242	0.055423	2.03271
0.679821	0.333398	0.0761674
0.62028	1.27509	0.277583
0.650456	0.0495833	-0.961556
0.955772	1.34888	-189.466
0.447298	0.200631	-0.211716
0.297455	1.09775	-0.0203225
0.520761	0.464761	1.98696
0.670444	1.49843	-1.41347
0.834068	0.448218	-0.523633
0.488929	1.22801	0.326049
0.873692	0.0421248	-25.9739
0.683447	1.7581	-1.03091
0.767103	0.535952	14.693
0.760413	0.535024	1.61089
0.482413	0.393576	4.11833
0.160391	0.26472	1.30222
0.363216	0.102528	2.57182
0.879213	0.111394	-3.44735
0.963522	0.453441	2.94486
0.850367	1.42983	-0.126492
0.604847	0.688661	1.26704
0.169166	1.14378	-0.401562
0.939339	0.128767	-42.2442
0.738452	0.494782	0.415536
0.59395	1.09945	-1.21043
0.88175	2.06094	-1.48311
0.449712	2.18886	-0.618034
0.545357	1.52193	1.27678
0.919439	2.39356	1.47466
0.320212	0.0215415	0.769954
0.0492101	0.661748	0.318221
0.934961	1.38517	-0.117997
0.135499	0.0804758	-0.0265323
0.596416	0.992903	0.0454787
0.944908	0.695924	-0.540524
0.176801	0.484061	-0.635663
0.361066	0.147172	0.304977
0.907348	1.39672	0.427408
0.175217	0.393124	0.365201
0.973225	0.0545509	-0.886152
0.447945	0.542604	1.38741
0.583989	0.0694671	-0.951985
0.308833	0.488279	1.47425
0.397088	0.0182511	1.62804
0.243241	0.313675	0.506188
0.414907	0.101389	-0.270931
0.656071	0.173992	0.11502
0.874116	3.52581	-0.844379
0.251481	1.11091	0.173054
0.937191	3.5747	-3.41565
0.327481	1.03401	-4.94688
0.144206	2.13171	-5.0322
0.887355	1.66483	0.124124
0.605978	0.564183	0.237217
0.535428	2.56042	69.957
0.688823	3.0464	0.30238
0.749439	0.092197	-0.351861
0.620077	0.0339855	-0.929666
0.795676	0.389223	-1.2738
0.53979	0.322732	-0.0740318
0.530383	0.937479	11.1103
0.345442	0.207028	0.612329
0.724067	1.28513	-2.63782
0.291454	0.899755	-0.459292
0.745367	0.748468	2.23505
0.922054	0.271542	4.94894
0.108156	1.08683	2.94848
0.908324	0.0373227	19.3524
0.187509	0.966397	-0.212462
0.976124	0.146736	0.0356913
0.12869	1.10001	2.4316
0.21984	0.217063	0.479755
0.529325	3.54888	-2.53639
0.132534	3.88988	-3.797
0.868648	0.305188	0.649971
0.270124	1.21756	0.0231409
0.750131	1.19448	-0.318119
0.00741229	1.4162	-4.31298
0.529283	0.697017	-5.90704
0.672015	1.37036	-0.337478
0.891013	4.1243	-1.99685
0.864504	0.0332082	102.581
0.618186	1.36275	-0.577612
0.311059	0.677765	3.74009
0.175871	0.813508	1.32142
0.479193	3.01285	0.637284
0.422476	0.786705	0.0577891
0.947496	0.28482	-0.743339
0.787253	1.7746	0.755572
0.840071	0.258221	9.88676
0.563233	0.699449	2.65216
0.0449202	1.09844	-2.99328
0.890902	1.04655	-1.643
0.0299777	1.18261	-8.39543
0.671454	0.108749	-0.101645
0.366639	0.262005	-0.437874
0.0487781	0.953571	0.408931
0.398283	0.069462	-0.146027
0.150945	0.189208	7.14498
0.159696	1.16974	-5.32283
0.476049	1.50814	-0.892081
0.426596	0.203222	2.77361
0.613444	0.563591	0.683833
0.00795725	0.480322	5.91563
0.0561954	2.40876	-1.90353
0.495325	0.89424	0.728153
0.493248	0.700218	0.854545
0.376914	0.563148	-8.54388
0.346819	5.42578	0.118915
0.10387	1.25206	0.130252
0.27392	0.149155	-1.73602
0.472469	0.693634	2.31721
0.547415	0.0954561	-6.37785
0.539417	0.828236	0.948041
0.983141	0.839103	3.0164
0.0536139	1.95984	-3.36462
0.46367	0.736841	22.9247
0.116169	1.92849	0.12959
0.522157	2.65374	-1.6216
0.315734	0.603479	-0.312109
0.638767	1.81111	-0.726606
0.0375406	0.702202	-0.451761
0.976002	0.49137	-0.317927
0.719381	2.98137	0.610011
0.122509	0.343235	6.58296
0.818796	0.881171	0.042673
0.375847	0.778885	0.724215
0.782437	0.61012	7.53342
0.749427	0.129538	3.38787
0.728363	0.270796	1.35594
0.125404	0.527253	1.0336
0.266288	0.0242279	-0.750657
0.576579	0.0476744	-0.235709
0.575639	1.3463	-0.647537
0.223031	1.83966	-2.595
0.0349516	1.99458	-0.453638
0.41373	0.526481	0.736447
0.635508	0.558067	0.381078
0.867296	0.850269	3.02669
0.0974639	0.599234	0.957775
0.629566	2.03309	-0.333113
0.830555	0.77983	-0.0292933
0.477636	0.185441	-1.42359
0.186524	1.05353	-1.63677
0.948334	1.28048	17.2273
0.297573	0.141672	0.658875
0.638177	0.176961	1.61501
0.690405	0.646448	1.91169
0.415931	0.695144	2.60108
0.983469	0.147383	-0.786856
0.120455	0.227409	11.996
0.131304	0.0269615	-0.971923
0.611138	1.56622	1.58927
0.316077	0.796558	1.50387
0.692189	0.0974312	0.223624
0.744033	0.0439361	-0.567089
0.348136	2.32006	0.489577
0.678178	1.61464	-0.0182862
0.700481	2.27462	-0.00327771
0.407618	3.8255	1.32497
